Sample,Job_Load_us,Cycle_Period_us,Wakeup_Jitter_us
82677,900.080,1000.184,0.184
82678,900.153,999.889,-0.111
82679,900.107,999.928,-0.072
82680,900.105,999.893,-0.107
82681,900.113,1000.241,0.241
82682,900.158,999.885,-0.115
82683,900.168,1000.031,0.031
82684,900.081,999.990,-0.010
82685,900.080,1000.052,0.052
82686,900.087,999.975,-0.025
82687,900.082,999.942,-0.058
82688,900.116,999.931,-0.069
82689,900.102,1000.199,0.199
82690,900.158,999.955,-0.045
82691,900.111,999.972,-0.028
82692,900.101,999.961,-0.039
82693,900.077,1000.127,0.127
82694,900.134,999.914,-0.086
82695,900.168,999.949,-0.051
82696,900.120,999.955,-0.045
82697,900.079,1000.149,0.149
82698,900.155,999.917,-0.083
82699,900.073,1000.020,0.020
82700,900.177,999.928,-0.072
82701,900.078,1000.171,0.171
82702,900.074,999.905,-0.095
82703,900.076,999.905,-0.095
82704,900.105,999.948,-0.052
82705,900.101,1000.157,0.157
82706,900.145,999.904,-0.096
82707,900.178,1000.019,0.019
82708,900.179,999.981,-0.019
82709,900.088,1000.099,0.099
82710,900.100,999.983,-0.017
82711,900.110,1000.054,0.054
82712,900.094,999.925,-0.075
82713,900.082,1000.036,0.036
82714,900.107,999.963,-0.037
82715,900.074,999.941,-0.059
82716,900.091,999.946,-0.054
82717,900.076,1000.178,0.178
82718,900.090,999.965,-0.035
82719,900.083,1000.021,0.021
82720,900.106,999.943,-0.057
82721,900.103,1000.071,0.071
82722,900.166,999.922,-0.078
82723,900.098,1000.038,0.038
82724,900.093,999.892,-0.108
82725,900.077,1000.141,0.141
82726,900.077,999.944,-0.056
82727,900.178,1000.068,0.068
82728,900.082,999.937,-0.063
82729,900.112,1000.100,0.100
82730,900.174,999.884,-0.116
82731,900.096,999.869,-0.131
82732,900.111,1000.015,0.015
82733,900.092,1000.216,0.216
82734,900.076,999.954,-0.046
82735,900.075,1000.012,0.012
82736,900.084,999.975,-0.025
82737,900.105,1000.016,0.016
82738,900.149,999.911,-0.089
82739,900.096,1000.028,0.028
82740,900.096,999.919,-0.081
82741,900.092,1000.093,0.093
82742,900.112,999.980,-0.020
82743,900.087,1000.051,0.051
82744,900.086,999.928,-0.072
82745,900.088,1000.072,0.072
82746,900.098,999.976,-0.024
82747,900.096,999.899,-0.101
82748,900.084,999.993,-0.007
82749,900.090,1000.179,0.179
82750,900.163,999.864,-0.136
82751,900.166,1000.038,0.038
82752,900.080,999.962,-0.038
82753,900.089,1000.096,0.096
82754,900.099,1000.041,0.041
82755,900.084,1000.008,0.008
82756,900.094,999.805,-0.195
82757,900.080,1000.142,0.142
82758,900.071,999.917,-0.083
82759,900.177,1000.011,0.011
82760,900.083,1000.035,0.035
82761,900.092,1000.037,0.037
82762,900.113,999.983,-0.017
82763,900.104,1000.041,0.041
82764,900.089,999.807,-0.193
82765,900.093,1000.135,0.135
82766,900.165,999.941,-0.059
82767,900.177,1000.045,0.045
82768,900.177,999.927,-0.073
82769,900.101,1000.229,0.229
82770,900.075,999.852,-0.148
82771,900.097,999.959,-0.041
82772,900.174,999.958,-0.042
82773,900.075,1000.122,0.122
82774,900.160,999.922,-0.078
82775,900.076,1000.067,0.067
82776,900.094,999.960,-0.040
82777,900.096,1000.051,0.051
82778,900.074,999.941,-0.059
82779,900.109,999.973,-0.027
82780,900.126,999.922,-0.078
82781,900.079,1000.181,0.181
82782,900.107,999.919,-0.081
82783,900.073,1000.046,0.046
82784,900.112,999.876,-0.124
82785,900.091,1000.194,0.194
82786,900.135,999.922,-0.078
82787,900.108,999.923,-0.077
82788,900.113,999.979,-0.021
82789,900.101,1000.112,0.112
82790,900.119,999.907,-0.093
82791,900.074,1000.078,0.078
82792,900.085,999.896,-0.104
82793,900.087,1000.127,0.127
82794,900.142,999.931,-0.069
82795,900.075,999.956,-0.044
82796,900.109,999.961,-0.039
82797,900.115,1000.226,0.226
82798,900.158,1000.013,0.013
82799,900.071,999.896,-0.104
82800,900.096,999.902,-0.098
82801,900.160,1000.127,0.127
82802,900.148,999.917,-0.083
82803,900.073,1000.016,0.016
82804,900.082,999.917,-0.083
82805,900.105,1000.134,0.134
82806,900.125,999.935,-0.065
82807,900.168,1000.017,0.017
82808,900.083,999.915,-0.085
82809,900.170,1000.189,0.189
82810,900.097,999.914,-0.086
82811,900.170,999.938,-0.062
82812,900.107,999.934,-0.066
82813,900.091,1000.205,0.205
82814,900.134,999.876,-0.124
82815,900.082,1000.059,0.059
82816,900.092,999.865,-0.135
82817,900.079,1000.218,0.218
82818,900.102,999.922,-0.078
82819,900.075,999.904,-0.096
82820,900.107,999.926,-0.074
82821,900.117,1000.227,0.227
82822,900.165,999.888,-0.112
82823,900.077,1000.011,0.011
82824,900.094,999.916,-0.084
82825,900.178,1000.139,0.139
82826,900.145,999.984,-0.016
82827,900.179,999.975,-0.025
82828,900.114,999.944,-0.056
82829,900.115,1000.150,0.150
82830,900.122,999.902,-0.098
82831,900.096,1000.041,0.041
82832,900.101,999.847,-0.153
82833,900.090,1000.159,0.159
82834,900.084,999.917,-0.083
82835,900.179,1000.026,0.026
82836,900.082,999.904,-0.096
82837,900.102,1000.151,0.151
82838,900.102,999.940,-0.060
82839,900.097,999.917,-0.083
82840,900.177,999.999,-0.001
82841,900.090,1000.188,0.188
82842,900.167,999.875,-0.125
82843,900.083,1000.054,0.054
82844,900.100,999.852,-0.148
82845,900.091,1000.154,0.154
82846,900.167,999.920,-0.080
82847,900.106,1000.036,0.036
82848,900.084,999.880,-0.120
82849,900.089,1000.192,0.192
82850,900.073,999.914,-0.086
82851,900.097,999.995,-0.005
82852,900.096,999.898,-0.102
82853,900.092,1000.158,0.158
82854,900.116,999.929,-0.071
82855,900.075,1000.037,0.037
82856,900.095,999.879,-0.121
82857,900.077,1000.175,0.175
82858,900.114,999.942,-0.058
82859,900.074,1000.032,0.032
82860,900.085,999.856,-0.144
82861,900.100,1000.206,0.206
82862,900.135,999.940,-0.060
82863,900.074,999.969,-0.031
82864,900.086,999.896,-0.104
82865,900.090,1000.174,0.174
82866,900.148,999.890,-0.110
82867,900.166,999.952,-0.048
82868,900.108,999.997,-0.003
82869,900.117,1000.121,0.121
82870,900.090,999.976,-0.024
82871,900.178,1000.033,0.033
82872,900.111,999.864,-0.136
82873,900.078,1000.157,0.157
82874,900.102,999.873,-0.127
82875,900.085,1000.103,0.103
82876,900.096,999.826,-0.174
82877,900.114,1000.210,0.210
82878,900.134,999.938,-0.062
82879,900.164,1000.067,0.067
82880,900.085,999.854,-0.146
82881,900.091,1000.085,0.085
82882,900.133,999.982,-0.018
82883,900.109,1000.058,0.058
82884,900.091,999.962,-0.038
82885,900.107,1000.057,0.057
82886,900.157,999.912,-0.088
82887,900.167,1000.095,0.095
82888,900.082,999.853,-0.147
82889,900.088,1000.129,0.129
82890,900.160,999.895,-0.105
82891,900.098,999.989,-0.011
82892,900.105,1000.006,0.006
82893,900.118,1000.105,0.105
82894,900.132,999.962,-0.038
82895,900.074,999.986,-0.014
82896,900.083,999.879,-0.121
82897,900.087,1000.206,0.206
82898,900.160,999.946,-0.054
82899,900.096,999.993,-0.007
82900,900.115,999.921,-0.079
82901,900.171,1000.112,0.112
82902,900.162,999.922,-0.078
82903,900.074,1000.057,0.057
82904,900.093,999.870,-0.130
82905,900.102,1000.151,0.151
82906,900.090,999.971,-0.029
82907,900.093,999.983,-0.017
82908,900.118,999.924,-0.076
82909,900.076,1000.129,0.129
82910,900.089,999.910,-0.090
82911,900.073,1000.064,0.064
82912,900.093,999.817,-0.183
82913,900.099,1000.187,0.187
82914,900.156,999.941,-0.059
82915,900.107,1000.024,0.024
82916,900.095,999.872,-0.128
82917,900.173,1000.201,0.201
82918,900.169,999.963,-0.037
82919,900.074,999.974,-0.026
82920,900.119,999.853,-0.147
82921,900.102,1000.206,0.206
82922,900.099,999.898,-0.102
82923,900.178,999.912,-0.088
82924,900.093,1000.029,0.029
82925,900.092,1000.101,0.101
82926,900.171,999.988,-0.012
82927,900.164,1000.105,0.105
82928,900.106,999.802,-0.198
82929,900.091,1000.157,0.157
82930,900.077,999.914,-0.086
82931,900.073,999.944,-0.056
82932,900.093,1000.012,0.012
82933,900.077,1000.205,0.205
82934,900.141,999.873,-0.127
82935,900.073,999.988,-0.012
82936,900.091,999.846,-0.154
82937,900.174,1000.188,0.188
82938,900.147,999.979,-0.021
82939,900.075,999.936,-0.064
82940,900.177,999.970,-0.030
82941,900.080,1000.139,0.139
82942,900.155,999.974,-0.026
82943,900.098,1000.034,0.034
82944,900.116,999.828,-0.172
82945,900.092,1000.193,0.193
82946,900.100,999.952,-0.048
82947,900.086,999.917,-0.083
82948,900.083,1000.017,0.017
82949,900.101,1000.094,0.094
82950,900.147,999.926,-0.074
82951,900.075,1000.087,0.087
82952,900.095,999.846,-0.154
82953,900.076,1000.120,0.120
82954,900.111,999.949,-0.051
82955,900.098,999.899,-0.101
82956,900.098,1000.010,0.010
82957,900.100,1000.158,0.158
82958,900.074,999.958,-0.042
82959,900.168,1000.008,0.008
82960,900.079,999.864,-0.136
82961,900.088,1000.168,0.168
82962,900.155,999.948,-0.052
82963,900.094,999.967,-0.033
82964,900.107,999.980,-0.020
82965,900.110,1000.114,0.114
82966,900.148,999.917,-0.083
82967,900.169,1000.083,0.083
82968,900.082,999.838,-0.162
82969,900.080,1000.191,0.191
82970,900.132,999.952,-0.048
82971,900.097,999.928,-0.072
82972,900.115,999.937,-0.063
82973,900.089,1000.122,0.122
82974,900.086,999.960,-0.040
82975,900.176,999.986,-0.014
82976,900.176,999.898,-0.102
82977,900.090,1000.214,0.214
82978,900.107,999.933,-0.067
82979,900.103,999.976,-0.024
82980,900.115,999.914,-0.086
82981,900.080,1000.112,0.112
82982,900.142,999.966,-0.034
82983,900.085,1000.064,0.064
82984,900.109,999.843,-0.157
82985,900.078,1000.127,0.127
82986,900.170,999.937,-0.063
82987,900.097,1000.042,0.042
82988,900.177,1000.014,0.014
82989,900.080,1000.073,0.073
82990,900.135,999.890,-0.110
82991,900.178,1000.121,0.121
82992,900.072,999.844,-0.156
82993,900.087,1000.108,0.108
82994,900.141,999.917,-0.083
82995,900.166,1000.008,0.008
82996,900.091,999.982,-0.018
82997,900.080,1000.059,0.059
82998,900.126,999.951,-0.049
82999,900.092,1000.053,0.053
83000,900.095,999.820,-0.180
83001,900.117,1000.178,0.178
83002,900.103,999.936,-0.064
83003,900.081,1000.076,0.076
83004,900.093,999.939,-0.061
83005,900.079,1000.106,0.106
83006,900.171,999.890,-0.110
83007,900.084,1000.060,0.060
83008,900.097,999.919,-0.081
83009,900.103,1000.094,0.094
83010,900.127,999.944,-0.056
83011,900.168,1000.048,0.048
83012,900.083,999.871,-0.129
83013,900.176,1000.173,0.173
83014,900.073,1000.014,0.014
83015,900.109,999.956,-0.044
83016,900.083,999.827,-0.173
83017,900.079,1000.160,0.160
83018,900.121,999.908,-0.092
83019,900.082,1000.055,0.055
83020,900.112,999.969,-0.031
83021,900.112,1000.081,0.081
83022,900.153,999.922,-0.078
83023,900.121,1000.061,0.061
83024,900.119,999.932,-0.068
83025,900.081,1000.054,0.054
83026,900.162,999.951,-0.049
83027,900.171,999.963,-0.037
83028,900.086,999.975,-0.025
83029,900.107,1000.148,0.148
83030,900.091,999.939,-0.061
83031,900.096,1000.066,0.066
83032,900.118,999.779,-0.221
83033,900.085,1000.179,0.179
83034,900.139,999.999,-0.001
83035,900.168,1000.032,0.032
83036,900.167,999.868,-0.132
83037,900.172,1000.129,0.129
83038,900.134,999.884,-0.116
83039,900.099,999.993,-0.007
83040,900.083,999.904,-0.096
83041,900.171,1000.190,0.190
83042,900.172,1000.000,0.000
83043,900.085,999.997,-0.003
83044,900.081,999.919,-0.081
83045,900.091,1000.138,0.138
83046,900.092,999.914,-0.086
83047,900.074,1000.052,0.052
83048,900.082,999.867,-0.133
83049,900.170,1000.230,0.230
83050,900.106,999.906,-0.094
83051,900.082,1000.003,0.003
83052,900.083,999.892,-0.108
83053,900.090,1000.104,0.104
83054,900.128,999.985,-0.015
83055,900.084,999.904,-0.096
83056,900.178,999.990,-0.010
83057,900.075,1000.214,0.214
83058,900.141,999.866,-0.134
83059,900.106,1000.092,0.092
83060,900.115,999.834,-0.166
83061,900.112,1000.179,0.179
83062,900.130,999.935,-0.065
83063,900.076,999.947,-0.053
83064,900.083,999.919,-0.081
83065,900.114,1000.159,0.159
83066,900.120,999.924,-0.076
83067,900.096,1000.065,0.065
83068,900.117,999.889,-0.111
83069,900.079,1000.170,0.170
83070,900.164,999.900,-0.100
83071,900.174,1000.039,0.039
83072,900.176,999.908,-0.092
83073,900.173,1000.131,0.131
83074,900.122,999.934,-0.066
83075,900.106,1000.022,0.022
83076,900.107,999.839,-0.161
83077,900.080,1000.266,0.266
83078,900.118,999.944,-0.056
83079,900.084,999.889,-0.111
83080,900.091,999.938,-0.062
83081,900.100,1000.172,0.172
83082,900.169,999.939,-0.061
83083,900.109,1000.022,0.022
83084,900.106,999.910,-0.090
83085,900.075,1000.130,0.130
83086,900.119,999.973,-0.027
83087,900.074,999.957,-0.043
83088,900.177,999.899,-0.101
83089,900.172,1000.165,0.165
83090,900.086,999.928,-0.072
83091,900.100,1000.029,0.029
83092,900.119,999.924,-0.076
83093,900.087,1000.087,0.087
83094,900.135,999.944,-0.056
83095,900.087,1000.003,0.003
83096,900.085,999.913,-0.087
83097,900.080,1000.196,0.196
83098,900.141,999.918,-0.082
83099,900.096,1000.066,0.066
83100,900.108,999.874,-0.126
83101,900.080,1000.138,0.138
83102,900.142,999.933,-0.067
83103,900.077,999.947,-0.053
83104,900.093,999.956,-0.044
83105,900.079,1000.136,0.136
83106,900.083,999.927,-0.073
83107,900.096,1000.061,0.061
83108,900.096,999.814,-0.186
83109,900.075,1000.297,0.297
83110,900.091,999.883,-0.117
83111,900.086,999.894,-0.106
83112,900.104,1000.011,0.011
83113,900.117,1000.099,0.099
83114,900.091,999.979,-0.021
83115,900.110,1000.037,0.037
83116,900.081,999.764,-0.236
83117,900.074,1000.221,0.221
83118,900.134,999.935,-0.065
83119,900.071,999.967,-0.033
83120,900.096,999.980,-0.020
83121,900.075,1000.199,0.199
83122,900.081,999.930,-0.070
83123,900.097,999.953,-0.047
83124,900.096,999.884,-0.116
83125,900.090,1000.186,0.186
83126,900.087,999.883,-0.117
83127,900.082,999.947,-0.053
83128,900.086,1000.003,0.003
83129,900.103,1000.151,0.151
83130,900.136,999.900,-0.100
83131,900.110,1000.044,0.044
83132,900.178,999.857,-0.143
83133,900.092,1000.197,0.197
83134,900.117,999.966,-0.034
83135,900.087,999.907,-0.093
83136,900.176,999.954,-0.046
83137,900.174,1000.154,0.154
83138,900.164,999.982,-0.018
83139,900.096,999.983,-0.017
83140,900.086,999.944,-0.056
83141,900.090,1000.130,0.130
83142,900.128,999.943,-0.057
83143,900.076,999.935,-0.065
83144,900.119,999.924,-0.076
83145,900.092,1000.160,0.160
83146,900.164,999.928,-0.072
83147,900.179,1000.085,0.085
83148,900.083,999.856,-0.144
83149,900.090,1000.156,0.156
83150,900.172,999.919,-0.081
83151,900.073,999.966,-0.034
83152,900.085,999.962,-0.038
83153,900.111,1000.089,0.089
83154,900.152,999.966,-0.034
83155,900.075,1000.051,0.051
83156,900.085,999.855,-0.145
83157,900.090,1000.244,0.244
83158,900.091,999.880,-0.120
83159,900.178,999.993,-0.007
83160,900.109,999.877,-0.123
83161,900.111,1000.152,0.152
83162,900.145,999.993,-0.007
83163,900.084,1000.022,0.022
83164,900.087,999.897,-0.103
83165,900.079,1000.151,0.151
83166,900.165,999.911,-0.089
83167,900.076,999.977,-0.023
83168,900.108,999.884,-0.116
83169,900.108,1000.229,0.229
83170,900.075,999.914,-0.086
83171,900.084,1000.014,0.014
83172,900.096,999.868,-0.132
83173,900.172,1000.171,0.171
83174,900.091,999.951,-0.049
83175,900.076,999.993,-0.007
83176,900.119,999.931,-0.069
83177,900.093,1000.145,0.145
83178,900.196,999.989,-0.011
83179,900.169,999.916,-0.084
83180,900.084,999.880,-0.120
83181,900.079,1000.191,0.191
83182,900.073,999.933,-0.067
83183,900.106,999.980,-0.020
83184,900.119,1000.021,0.021
83185,900.174,1000.079,0.079
83186,900.130,1000.054,0.054
83187,900.077,999.844,-0.156
83188,900.089,999.883,-0.117
83189,900.091,1000.190,0.190
83190,900.075,999.938,-0.062
83191,900.100,1000.033,0.033
83192,900.117,999.903,-0.097
83193,900.099,1000.191,0.191
83194,900.140,999.942,-0.058
83195,900.177,999.962,-0.038
83196,900.083,999.876,-0.124
83197,900.080,1000.172,0.172
83198,900.099,999.901,-0.099
83199,900.086,1000.020,0.020
83200,900.108,999.854,-0.146
83201,900.086,1000.220,0.220
83202,900.098,999.949,-0.051
83203,900.168,999.946,-0.054
83204,900.098,999.935,-0.065
83205,900.092,1000.149,0.149
83206,900.165,999.976,-0.024
83207,900.108,1000.074,0.074
83208,900.199,999.892,-0.108
83209,900.175,1000.093,0.093
83210,900.132,999.889,-0.111
83211,900.074,999.961,-0.039
83212,900.090,1000.006,0.006
83213,900.112,1000.135,0.135
83214,900.119,999.929,-0.071
83215,900.089,999.904,-0.096
83216,900.177,999.991,-0.009
83217,900.077,1000.142,0.142
83218,900.106,999.923,-0.077
83219,900.072,1000.023,0.023
83220,900.118,999.909,-0.091
83221,900.162,1000.146,0.146
83222,900.119,999.906,-0.094
83223,900.082,1000.041,0.041
83224,900.082,999.889,-0.111
83225,900.172,1000.117,0.117
83226,900.132,999.959,-0.041
83227,900.076,1000.051,0.051
83228,900.110,999.908,-0.092
83229,900.102,1000.199,0.199
83230,900.134,999.934,-0.066
83231,900.086,999.892,-0.108
83232,900.080,999.930,-0.070
83233,900.172,1000.226,0.226
83234,900.107,999.944,-0.056
83235,900.085,999.951,-0.049
83236,900.118,999.852,-0.148
83237,900.075,1000.194,0.194
83238,900.107,999.926,-0.074
83239,900.075,1000.047,0.047
83240,900.083,999.930,-0.070
83241,900.091,1000.093,0.093
83242,900.178,999.987,-0.013
83243,900.095,1000.018,0.018
83244,900.104,999.900,-0.100
83245,900.079,1000.138,0.138
83246,900.123,999.924,-0.076
83247,900.084,999.915,-0.085
83248,900.082,999.963,-0.037
83249,900.092,1000.217,0.217
83250,900.165,999.926,-0.074
83251,900.108,1000.077,0.077
83252,900.117,999.756,-0.244
83253,900.089,1000.242,0.242
83254,900.142,999.894,-0.106
83255,900.170,1000.010,0.010
83256,900.106,999.940,-0.060
83257,900.114,1000.117,0.117
83258,900.089,999.937,-0.063
83259,900.088,999.977,-0.023
83260,900.099,999.936,-0.064
83261,900.172,1000.206,0.206
83262,900.150,999.884,-0.116
83263,900.170,999.917,-0.083
83264,900.177,999.969,-0.031
83265,900.091,1000.181,0.181
83266,900.148,999.963,-0.037
83267,900.188,999.981,-0.019
83268,900.093,999.925,-0.075
83269,900.078,1000.225,0.225
83270,900.118,999.858,-0.142
83271,900.096,999.897,-0.103
83272,900.175,1000.090,0.090
83273,900.089,1000.139,0.139
83274,900.084,999.904,-0.096
83275,900.082,999.990,-0.010
83276,900.095,999.814,-0.186
83277,900.173,1000.199,0.199
83278,900.157,999.963,-0.037
83279,900.108,999.915,-0.085
83280,900.116,1000.017,0.017
83281,900.115,1000.085,0.085
83282,900.129,999.970,-0.030
83283,900.073,1000.060,0.060
83284,900.082,999.814,-0.186
83285,900.100,1000.139,0.139
83286,900.154,999.963,-0.037
83287,900.112,1000.003,0.003
83288,900.095,999.893,-0.107
83289,900.078,1000.229,0.229
83290,900.132,999.913,-0.087
83291,900.075,999.980,-0.020
83292,900.084,999.890,-0.110
83293,900.171,1000.249,0.249
83294,900.091,999.887,-0.113
83295,900.107,999.969,-0.031
83296,900.117,999.981,-0.019
83297,900.091,1000.087,0.087
83298,900.133,999.922,-0.078
83299,900.168,1000.042,0.042
83300,900.099,999.905,-0.095
83301,900.172,1000.139,0.139
83302,900.154,999.964,-0.036
83303,900.106,999.985,-0.015
83304,900.094,999.942,-0.058
