Sample,Job_Load_us,Cycle_Period_us,Wakeup_Jitter_us
81805,900.100,999.999,-0.001
81806,900.155,999.953,-0.047
81807,900.163,999.965,-0.035
81808,900.074,1000.101,0.101
81809,900.108,999.959,-0.041
81810,900.163,999.914,-0.086
81811,900.085,999.942,-0.058
81812,900.105,1000.165,0.165
81813,900.134,1000.014,0.014
81814,900.150,999.922,-0.078
81815,900.175,999.992,-0.008
81816,900.089,1000.052,0.052
81817,900.176,999.939,-0.061
81818,900.166,999.974,-0.026
81819,900.099,1000.044,0.044
81820,900.096,1000.070,0.070
81821,900.102,999.992,-0.008
81822,900.108,999.943,-0.057
81823,900.104,1000.038,0.038
81824,900.073,1000.016,0.016
81825,900.091,999.989,-0.011
81826,900.138,999.968,-0.032
81827,900.083,999.955,-0.045
81828,900.095,1000.056,0.056
81829,900.091,1000.010,0.010
81830,900.123,999.937,-0.063
81831,900.110,999.994,-0.006
81832,900.177,1000.084,0.084
81833,900.087,1000.001,0.001
81834,900.133,999.885,-0.115
81835,900.074,1000.056,0.056
81836,900.096,1000.080,0.080
81837,900.105,999.970,-0.030
81838,900.166,999.912,-0.088
81839,900.112,1000.051,0.051
81840,900.177,1000.048,0.048
81841,900.089,999.962,-0.038
81842,900.090,999.939,-0.061
81843,900.087,1000.105,0.105
81844,900.093,1000.002,0.002
81845,900.090,999.964,-0.036
81846,900.118,999.967,-0.033
81847,900.126,1000.003,0.003
81848,900.120,1000.062,0.062
81849,900.079,999.977,-0.023
81850,900.121,999.938,-0.062
81851,900.165,1000.010,0.010
81852,900.085,1000.055,0.055
81853,900.083,1000.002,0.002
81854,900.104,999.935,-0.065
81855,900.094,999.983,-0.017
81856,900.108,1000.086,0.086
81857,900.081,1000.003,0.003
81858,900.120,999.938,-0.062
81859,900.179,1000.063,0.063
81860,900.088,999.987,-0.013
81861,900.080,999.993,-0.007
81862,900.078,999.949,-0.051
81863,900.093,999.934,-0.066
81864,900.110,1000.121,0.121
81865,900.090,999.943,-0.057
81866,900.120,999.936,-0.064
81867,900.086,1000.017,0.017
81868,900.079,1000.108,0.108
81869,900.088,1000.032,0.032
81870,900.085,999.969,-0.031
81871,900.107,999.930,-0.070
81872,900.103,1000.072,0.072
81873,900.174,1000.015,0.015
81874,900.139,999.907,-0.093
81875,900.103,999.939,-0.061
81876,900.095,1000.172,0.172
81877,900.112,999.956,-0.044
81878,900.075,999.936,-0.064
81879,900.109,1000.064,0.064
81880,900.100,1000.012,0.012
81881,900.081,1000.059,0.059
81882,900.086,999.861,-0.139
81883,900.075,999.993,-0.007
81884,900.080,1000.079,0.079
81885,900.098,1000.038,0.038
81886,900.166,999.923,-0.077
81887,900.073,999.997,-0.003
81888,900.118,1000.198,0.198
81889,900.079,999.857,-0.143
81890,900.084,1001.301,1.301
81891,900.075,998.682,-1.318
81892,900.103,999.971,-0.029
81893,900.092,999.977,-0.023
81894,900.144,999.989,-0.011
81895,900.071,1000.028,0.028
81896,900.084,1000.027,0.027
81897,900.090,1000.017,0.017
81898,900.078,999.948,-0.052
81899,900.094,999.993,-0.007
81900,900.108,1000.056,0.056
81901,900.102,999.967,-0.033
81902,900.159,999.956,-0.044
81903,900.074,1000.101,0.101
81904,900.096,999.943,-0.057
81905,900.172,999.955,-0.045
81906,900.080,999.918,-0.082
81907,900.100,1000.067,0.067
81908,900.106,1000.108,0.108
81909,900.104,999.963,-0.037
81910,900.149,999.893,-0.107
81911,900.072,1000.040,0.040
81912,900.083,1000.148,0.148
81913,900.171,999.966,-0.034
81914,900.134,999.869,-0.131
81915,900.098,999.977,-0.023
81916,900.105,1000.134,0.134
81917,900.104,999.976,-0.024
81918,900.077,999.816,-0.184
81919,900.177,1000.163,0.163
81920,900.113,1000.120,0.120
81921,900.080,999.936,-0.064
81922,900.099,999.968,-0.032
81923,900.085,999.943,-0.057
81924,900.119,1000.086,0.086
81925,900.089,999.995,-0.005
81926,900.110,999.928,-0.072
81927,900.084,999.948,-0.052
81928,900.103,1000.143,0.143
81929,900.079,999.958,-0.042
81930,900.106,1000.016,0.016
81931,900.082,999.931,-0.069
81932,900.110,1000.115,0.115
81933,900.103,999.963,-0.037
81934,900.089,999.896,-0.104
81935,900.098,999.986,-0.014
81936,900.095,1000.143,0.143
81937,900.089,999.969,-0.031
81938,900.075,999.923,-0.077
81939,900.153,1000.167,0.167
81940,900.083,999.966,-0.034
81941,900.091,999.886,-0.114
81942,900.112,999.961,-0.039
81943,900.097,1000.057,0.057
81944,900.085,1000.039,0.039
81945,900.077,999.962,-0.038
81946,900.136,1000.049,0.049
81947,900.176,999.867,-0.133
81948,900.082,1000.169,0.169
81949,900.173,999.960,-0.040
81950,900.168,999.877,-0.123
81951,900.087,1000.090,0.090
81952,900.096,1000.080,0.080
81953,900.090,999.849,-0.151
81954,900.109,999.948,-0.052
81955,900.083,1000.088,0.088
81956,900.084,1000.123,0.123
81957,900.078,999.918,-0.082
81958,900.095,999.953,-0.047
81959,900.096,1000.004,0.004
81960,900.137,1000.136,0.136
81961,900.079,999.883,-0.117
81962,900.154,999.972,-0.028
81963,900.083,1000.030,0.030
81964,900.111,1000.052,0.052
81965,900.172,1000.006,0.006
81966,900.144,999.974,-0.026
81967,900.098,999.910,-0.090
81968,900.106,1000.161,0.161
81969,900.092,1000.004,0.004
81970,900.144,999.868,-0.132
81971,900.083,1000.056,0.056
81972,900.081,1000.077,0.077
81973,900.081,999.893,-0.107
81974,900.102,1000.026,0.026
81975,900.097,999.911,-0.089
81976,900.098,1000.157,0.157
81977,900.114,1000.015,0.015
81978,900.078,999.863,-0.137
81979,900.171,999.996,-0.004
81980,900.095,1000.122,0.122
81981,900.115,999.907,-0.093
81982,900.158,999.946,-0.054
81983,900.110,999.958,-0.042
81984,900.106,1000.165,0.165
81985,900.105,999.914,-0.086
81986,900.121,999.924,-0.076
81987,900.166,1000.104,0.104
81988,900.083,1000.066,0.066
81989,900.114,999.905,-0.095
81990,900.092,999.949,-0.051
81991,900.095,1000.023,0.023
81992,900.108,1000.106,0.106
81993,900.116,999.949,-0.051
81994,900.164,999.953,-0.047
81995,900.075,1000.051,0.051
81996,900.083,1000.026,0.026
81997,900.078,999.935,-0.065
81998,900.153,1000.056,0.056
81999,900.104,999.944,-0.056
82000,900.118,1000.080,0.080
82001,900.090,999.965,-0.035
82002,900.082,999.971,-0.029
82003,900.175,999.968,-0.032
82004,900.095,1000.140,0.140
82005,900.081,999.880,-0.120
82006,900.134,1000.001,0.001
82007,900.171,999.982,-0.018
82008,900.123,1000.104,0.104
82009,900.104,999.973,-0.027
82010,900.090,999.919,-0.081
82011,900.075,1000.064,0.064
82012,900.105,1000.072,0.072
82013,900.079,999.926,-0.074
82014,900.106,999.952,-0.048
82015,900.086,999.956,-0.044
82016,900.109,1000.205,0.205
82017,900.112,999.922,-0.078
82018,900.168,999.959,-0.041
82019,900.178,1000.024,0.024
82020,900.086,1000.072,0.072
82021,900.091,999.963,-0.037
82022,900.107,999.913,-0.087
82023,900.074,999.953,-0.047
82024,900.086,1000.196,0.196
82025,900.082,999.859,-0.141
82026,900.117,999.997,-0.003
82027,900.158,1000.105,0.105
82028,900.181,1000.010,0.010
82029,900.167,999.855,-0.145
82030,900.132,1000.053,0.053
82031,900.083,1000.053,0.053
82032,900.169,999.994,-0.006
82033,900.101,999.998,-0.002
82034,900.153,999.819,-0.181
82035,900.097,1000.074,0.074
82036,900.138,1000.106,0.106
82037,900.080,999.945,-0.055
82038,900.080,999.945,-0.055
82039,900.166,1000.041,0.041
82040,900.095,1000.072,0.072
82041,900.102,999.984,-0.016
82042,900.157,999.977,-0.023
82043,900.100,999.975,-0.025
82044,900.080,1000.117,0.117
82045,900.091,999.904,-0.096
82046,900.122,1000.023,0.023
82047,900.178,999.988,-0.012
82048,900.108,1000.036,0.036
82049,900.100,999.986,-0.014
82050,900.092,999.904,-0.096
82051,900.198,999.969,-0.031
82052,900.086,1000.132,0.132
82053,900.089,999.928,-0.072
82054,900.088,1000.020,0.020
82055,900.098,999.986,-0.014
82056,900.083,1000.076,0.076
82057,900.112,999.937,-0.063
82058,900.133,999.924,-0.076
82059,900.157,1000.023,0.023
82060,900.084,1000.135,0.135
82061,900.079,999.938,-0.062
82062,900.133,999.952,-0.048
82063,900.073,1000.083,0.083
82064,900.096,1000.119,0.119
82065,900.078,999.829,-0.171
82066,900.177,999.892,-0.108
82067,900.082,1000.115,0.115
82068,900.107,1000.088,0.088
82069,900.090,999.922,-0.078
82070,900.133,1000.002,0.002
82071,900.084,999.966,-0.034
82072,900.083,1000.100,0.100
82073,900.113,999.900,-0.100
82074,900.172,999.958,-0.042
82075,900.107,1000.058,0.058
82076,900.176,1000.066,0.066
82077,900.173,999.978,-0.022
82078,900.149,999.986,-0.014
82079,900.166,999.934,-0.066
82080,900.083,1000.096,0.096
82081,900.103,999.936,-0.064
82082,900.149,999.920,-0.080
82083,900.087,1000.048,0.048
82084,900.112,1000.091,0.091
82085,900.171,1000.014,0.014
82086,900.149,999.930,-0.070
82087,900.074,999.968,-0.032
82088,900.166,1000.109,0.109
82089,900.089,999.985,-0.015
82090,900.077,999.889,-0.111
82091,900.103,1000.029,0.029
82092,900.108,1000.102,0.102
82093,900.113,999.951,-0.049
82094,900.152,1000.007,0.007
82095,900.176,999.933,-0.067
82096,900.080,1000.067,0.067
82097,900.078,999.979,-0.021
82098,900.143,999.920,-0.080
82099,900.097,999.993,-0.007
82100,900.116,1000.119,0.119
82101,900.079,999.911,-0.089
82102,900.160,999.999,-0.001
82103,900.074,1000.052,0.052
82104,900.081,1000.079,0.079
82105,900.081,999.915,-0.085
82106,900.129,999.969,-0.031
82107,900.097,1000.094,0.094
82108,900.111,999.991,-0.009
82109,900.092,999.959,-0.041
82110,900.142,999.998,-0.002
82111,900.169,999.908,-0.092
82112,900.084,1000.178,0.178
82113,900.080,999.936,-0.064
82114,900.115,999.872,-0.128
82115,900.168,999.998,-0.002
82116,900.115,1000.158,0.158
82117,900.115,999.945,-0.055
82118,900.093,1000.039,0.039
82119,900.111,999.915,-0.085
82120,900.083,1000.119,0.119
82121,900.173,999.938,-0.062
82122,900.118,999.953,-0.047
82123,900.104,1000.047,0.047
82124,900.090,1000.017,0.017
82125,900.104,999.990,-0.010
82126,900.164,999.980,-0.020
82127,900.111,999.945,-0.055
82128,900.116,1000.195,0.195
82129,900.173,999.932,-0.068
82130,900.152,999.880,-0.120
82131,900.176,1000.027,0.027
82132,900.084,1000.044,0.044
82133,900.109,999.963,-0.037
82134,900.162,999.987,-0.013
82135,900.111,1000.013,0.013
82136,900.112,1000.111,0.111
82137,900.080,999.925,-0.075
82138,900.105,999.948,-0.052
82139,900.086,1000.031,0.031
82140,900.071,1000.071,0.071
82141,900.093,999.969,-0.031
82142,900.131,1000.003,0.003
82143,900.099,999.869,-0.131
82144,900.118,1000.175,0.175
82145,900.114,999.995,-0.005
82146,900.179,999.884,-0.116
82147,900.084,999.976,-0.024
82148,900.082,1000.185,0.185
82149,900.092,999.951,-0.049
82150,900.119,999.970,-0.030
82151,900.105,999.936,-0.064
82152,900.103,1000.116,0.116
82153,900.104,999.931,-0.069
82154,900.129,999.931,-0.069
82155,900.104,1000.042,0.042
82156,900.080,1000.040,0.040
82157,900.079,999.957,-0.043
82158,900.080,999.995,-0.005
82159,900.166,999.937,-0.063
82160,900.084,1000.121,0.121
82161,900.082,999.965,-0.035
82162,900.148,999.918,-0.082
82163,900.108,1000.069,0.069
82164,900.124,1000.129,0.129
82165,900.090,999.878,-0.122
82166,900.084,1000.012,0.012
82167,900.177,999.895,-0.105
82168,900.084,1000.762,0.762
82169,900.090,999.449,-0.551
82170,900.126,999.789,-0.211
82171,900.096,1000.080,0.080
82172,900.107,1000.170,0.170
82173,900.097,999.880,-0.120
82174,900.185,999.946,-0.054
82175,900.076,999.936,-0.064
82176,900.094,1000.130,0.130
82177,900.077,999.968,-0.032
82178,900.156,999.954,-0.046
82179,900.110,999.979,-0.021
82180,900.099,1000.138,0.138
82181,900.100,999.958,-0.042
82182,900.095,999.842,-0.158
82183,900.085,1000.054,0.054
82184,900.081,1000.138,0.138
82185,900.089,999.909,-0.091
82186,900.133,999.958,-0.042
82187,900.109,1000.042,0.042
82188,900.119,1000.061,0.061
82189,900.109,999.981,-0.019
82190,900.150,999.922,-0.078
82191,900.099,1000.024,0.024
82192,900.095,1000.129,0.129
82193,900.076,999.997,-0.003
82194,900.143,999.842,-0.158
82195,900.075,1000.039,0.039
82196,900.083,1000.053,0.053
82197,900.079,999.936,-0.064
82198,900.080,999.969,-0.031
82199,900.095,999.966,-0.034
82200,900.081,1000.127,0.127
82201,900.075,999.928,-0.072
82202,900.087,1000.006,0.006
82203,900.084,1000.026,0.026
82204,900.117,1000.038,0.038
82205,900.175,999.984,-0.016
82206,900.077,999.970,-0.030
82207,900.093,999.930,-0.070
82208,900.119,1000.160,0.160
82209,900.090,999.950,-0.050
82210,900.084,999.942,-0.058
82211,900.075,999.973,-0.027
82212,900.092,1000.135,0.135
82213,900.097,999.961,-0.039
82214,900.153,1000.008,0.008
82215,900.097,1000.042,0.042
82216,900.095,1000.033,0.033
82217,900.103,999.840,-0.160
82218,900.166,1000.051,0.051
82219,900.168,999.933,-0.067
82220,900.092,1000.161,0.161
82221,900.172,999.936,-0.064
82222,900.091,999.940,-0.060
82223,900.110,999.972,-0.028
82224,900.086,1000.103,0.103
82225,900.114,999.935,-0.065
82226,900.144,999.984,-0.016
82227,900.085,999.966,-0.034
82228,900.091,1000.097,0.097
82229,900.090,999.994,-0.006
82230,900.123,999.937,-0.063
82231,900.095,1000.034,0.034
82232,900.114,1000.072,0.072
82233,900.102,999.929,-0.071
82234,900.139,999.945,-0.055
82235,900.166,999.978,-0.022
82236,900.095,1000.235,0.235
82237,900.090,999.934,-0.066
82238,900.147,999.880,-0.120
82239,900.086,1000.027,0.027
82240,900.108,1000.070,0.070
82241,900.102,999.922,-0.078
82242,900.124,999.988,-0.012
82243,900.179,999.915,-0.085
82244,900.081,1000.165,0.165
82245,900.079,999.949,-0.051
82246,900.110,999.934,-0.066
82247,900.085,1000.053,0.053
82248,900.107,1000.101,0.101
82249,900.115,999.929,-0.071
82250,900.105,999.968,-0.032
82251,900.109,1000.003,0.003
82252,900.084,1000.086,0.086
82253,900.078,999.943,-0.057
82254,900.132,999.887,-0.113
82255,900.162,1000.084,0.084
82256,900.094,1000.442,0.442
82257,900.089,999.774,-0.226
82258,900.088,999.943,-0.057
82259,900.096,999.763,-0.237
82260,900.127,1000.107,0.107
82261,900.079,1000.003,0.003
82262,900.121,999.878,-0.122
82263,900.076,1000.084,0.084
82264,900.094,1000.103,0.103
82265,900.090,999.937,-0.063
82266,900.097,1000.028,0.028
82267,900.100,999.921,-0.079
82268,900.119,1000.073,0.073
82269,900.114,999.954,-0.046
82270,900.145,999.928,-0.072
82271,900.087,1000.053,0.053
82272,900.094,1000.099,0.099
82273,900.082,999.892,-0.108
82274,900.101,999.938,-0.062
82275,900.075,1000.055,0.055
82276,900.113,1000.096,0.096
82277,900.114,999.964,-0.036
82278,900.159,999.944,-0.056
82279,900.073,1000.070,0.070
82280,900.083,1000.055,0.055
82281,900.091,999.834,-0.166
82282,900.131,999.982,-0.018
82283,900.075,999.942,-0.058
82284,900.101,1000.190,0.190
82285,900.104,999.948,-0.052
82286,900.163,999.960,-0.040
82287,900.166,999.934,-0.066
82288,900.103,1000.104,0.104
82289,900.169,999.979,-0.021
82290,900.135,999.901,-0.099
82291,900.165,1000.092,0.092
82292,900.116,1000.040,0.040
82293,900.174,999.991,-0.009
82294,900.158,999.977,-0.023
82295,900.075,999.966,-0.034
82296,900.093,1000.119,0.119
82297,900.092,999.972,-0.028
82298,900.083,999.941,-0.059
82299,900.086,999.989,-0.011
82300,900.096,1000.184,0.184
82301,900.078,999.973,-0.027
82302,900.130,999.923,-0.077
82303,900.109,999.845,-0.155
82304,900.128,1000.168,0.168
82305,900.155,999.991,-0.009
82306,900.150,999.924,-0.076
82307,900.085,1000.045,0.045
82308,900.095,1000.087,0.087
82309,900.081,999.907,-0.093
82310,900.087,1000.015,0.015
82311,900.095,999.925,-0.075
82312,900.125,1000.114,0.114
82313,900.111,999.950,-0.050
82314,900.124,999.954,-0.046
82315,900.084,1000.034,0.034
82316,900.098,1000.026,0.026
82317,900.086,999.981,-0.019
82318,900.132,999.927,-0.073
82319,900.074,999.946,-0.054
82320,900.096,1000.194,0.194
82321,900.092,999.959,-0.041
82322,900.123,999.979,-0.021
82323,900.169,999.959,-0.041
82324,900.094,1000.096,0.096
82325,900.089,999.940,-0.060
82326,900.176,999.923,-0.077
82327,900.178,1000.006,0.006
82328,900.121,1000.091,0.091
82329,900.092,999.998,-0.002
82330,900.156,999.934,-0.066
82331,900.075,1000.043,0.043
82332,900.084,1000.066,0.066
82333,900.092,999.958,-0.042
82334,900.150,999.915,-0.085
82335,900.089,1000.033,0.033
82336,900.106,1000.094,0.094
82337,900.086,999.942,-0.058
82338,900.140,999.928,-0.072
82339,900.108,1000.014,0.014
82340,900.102,1000.115,0.115
82341,900.079,999.931,-0.069
82342,900.117,999.875,-0.125
82343,900.083,1000.001,0.001
82344,900.101,1000.192,0.192
82345,900.115,1000.024,0.024
82346,900.150,999.783,-0.217
82347,900.104,1000.093,0.093
82348,900.107,1000.107,0.107
82349,900.082,999.931,-0.069
82350,900.099,1000.007,0.007
82351,900.179,999.898,-0.102
82352,900.104,1000.117,0.117
82353,900.100,1000.019,0.019
82354,900.142,999.872,-0.128
82355,900.084,1000.015,0.015
82356,900.107,1000.128,0.128
82357,900.113,999.905,-0.095
82358,900.169,1000.063,0.063
82359,900.181,999.888,-0.112
82360,900.177,1000.164,0.164
82361,900.091,999.909,-0.091
82362,900.146,999.897,-0.103
82363,900.098,1001.213,1.213
82364,900.094,998.883,-1.117
82365,900.088,1000.081,0.081
82366,900.132,999.905,-0.095
82367,900.075,1000.105,0.105
82368,900.105,999.816,-0.184
82369,900.114,1000.120,0.120
82370,900.146,999.915,-0.085
82371,900.116,1000.039,0.039
82372,900.115,999.906,-0.094
82373,900.080,1000.154,0.154
82374,900.147,999.932,-0.068
82375,900.086,1000.019,0.019
82376,900.093,999.919,-0.081
82377,900.091,1000.089,0.089
82378,900.076,999.959,-0.041
82379,900.103,1000.007,0.007
82380,900.107,1000.036,0.036
82381,900.104,1000.032,0.032
82382,900.110,999.957,-0.043
82383,900.073,1000.040,0.040
82384,900.178,999.842,-0.158
82385,900.088,1000.161,0.161
82386,900.131,999.992,-0.008
82387,900.083,1000.082,0.082
82388,900.102,999.835,-0.165
82389,900.104,1000.037,0.037
82390,900.137,999.974,-0.026
82391,900.091,1000.063,0.063
82392,900.093,999.859,-0.141
82393,900.171,1000.113,0.113
82394,900.168,999.983,-0.017
82395,900.103,1000.047,0.047
82396,900.096,999.845,-0.155
82397,900.112,1000.161,0.161
82398,900.165,999.907,-0.093
82399,900.083,1000.029,0.029
82400,900.082,999.948,-0.052
82401,900.076,1000.114,0.114
82402,900.132,999.930,-0.070
82403,900.094,1000.048,0.048
82404,900.104,999.925,-0.075
82405,900.102,1000.115,0.115
82406,900.160,999.991,-0.009
82407,900.098,999.962,-0.038
82408,900.080,999.945,-0.055
82409,900.092,1000.124,0.124
82410,900.131,999.933,-0.067
82411,900.126,1000.001,0.001
82412,900.178,1000.082,0.082
82413,900.173,999.962,-0.038
82414,900.157,999.958,-0.042
82415,900.106,999.915,-0.085
82416,900.081,999.946,-0.054
82417,900.086,1000.143,0.143
82418,900.167,999.944,-0.056
82419,900.072,1000.030,0.030
82420,900.108,999.958,-0.042
82421,900.089,1000.070,0.070
82422,900.110,999.971,-0.029
82423,900.131,1000.017,0.017
82424,900.116,999.987,-0.013
82425,900.100,1000.044,0.044
82426,900.171,999.943,-0.057
82427,900.087,999.987,-0.013
82428,900.083,999.978,-0.022
82429,900.162,1000.077,0.077
82430,900.115,1000.086,0.086
82431,900.082,999.975,-0.025
82432,900.096,999.848,-0.152
82433,900.078,1000.100,0.100
82434,900.166,999.975,-0.025
82435,900.178,999.971,-0.029
82436,900.096,999.893,-0.107
82437,900.091,1000.139,0.139
82438,900.141,1000.006,0.006
82439,900.089,1000.036,0.036
82440,900.105,999.871,-0.129
82441,900.090,1000.122,0.122
82442,900.103,999.979,-0.021
82443,900.074,999.932,-0.068
82444,900.093,999.977,-0.023
82445,900.175,1000.089,0.089
82446,900.150,999.898,-0.102
82447,900.074,1000.043,0.043
82448,900.114,999.961,-0.039
82449,900.132,1000.444,0.444
82450,900.119,999.630,-0.370
82451,900.083,1000.118,0.118
82452,900.082,999.926,-0.074
82453,900.171,999.996,-0.004
82454,900.134,999.917,-0.083
82455,900.097,999.965,-0.035
82456,900.104,999.977,-0.023
82457,900.080,1000.165,0.165
82458,900.145,999.906,-0.094
82459,900.081,1000.090,0.090
82460,900.082,999.898,-0.102
82461,900.080,1000.066,0.066
82462,900.158,999.943,-0.057
82463,900.177,1000.073,0.073
82464,900.109,999.893,-0.107
82465,900.087,1000.101,0.101
82466,900.174,1000.050,0.050
82467,900.167,999.949,-0.051
82468,900.082,999.949,-0.051
82469,900.076,1000.074,0.074
82470,900.168,999.860,-0.140
82471,900.176,1000.100,0.100
82472,900.094,999.903,-0.097
82473,900.103,1000.114,0.114
82474,900.156,1000.004,0.004
82475,900.113,999.985,-0.015
82476,900.085,999.940,-0.060
82477,900.090,1000.012,0.012
82478,900.120,999.938,-0.062
82479,900.073,1000.044,0.044
82480,900.083,999.925,-0.075
82481,900.099,1000.169,0.169
82482,900.159,999.928,-0.072
82483,900.108,1000.071,0.071
82484,900.079,999.917,-0.083
82485,900.091,1000.055,0.055
82486,900.135,999.887,-0.113
82487,900.176,1000.031,0.031
82488,900.100,999.996,-0.004
82489,900.100,1000.066,0.066
82490,900.129,1000.020,0.020
82491,900.093,999.985,-0.015
82492,900.124,999.892,-0.108
82493,900.104,1000.128,0.128
82494,900.148,1000.013,0.013
82495,900.074,999.980,-0.020
82496,900.092,999.945,-0.055
82497,900.097,1000.071,0.071
82498,900.101,999.990,-0.010
82499,900.156,1000.043,0.043
82500,900.106,999.887,-0.113
82501,900.106,1000.073,0.073
82502,900.130,1000.024,0.024
82503,900.173,999.977,-0.023
82504,900.093,999.932,-0.068
82505,900.163,1000.052,0.052
82506,900.084,1000.014,0.014
82507,900.097,999.988,-0.012
82508,900.117,999.895,-0.105
82509,900.091,1000.104,0.104
82510,900.091,999.961,-0.039
82511,900.073,1000.031,0.031
82512,900.178,999.947,-0.053
82513,900.080,1000.093,0.093
82514,900.161,1000.008,0.008
82515,900.168,999.972,-0.028
82516,900.095,999.969,-0.031
82517,900.086,1000.101,0.101
82518,900.082,999.944,-0.056
82519,900.081,999.983,-0.017
82520,900.082,999.905,-0.095
82521,900.093,1000.114,0.114
82522,900.145,999.989,-0.011
82523,900.092,1000.028,0.028
82524,900.096,999.834,-0.166
82525,900.088,1000.167,0.167
82526,900.119,999.996,-0.004
82527,900.110,999.975,-0.025
82528,900.091,999.905,-0.095
82529,900.095,1000.126,0.126
82530,900.145,999.953,-0.047
82531,900.176,1000.031,0.031
82532,900.104,999.860,-0.140
82533,900.086,1000.109,0.109
82534,900.166,1000.023,0.023
82535,900.093,999.962,-0.038
82536,900.083,999.890,-0.110
82537,900.079,1000.134,0.134
82538,900.084,1000.026,0.026
82539,900.074,1000.024,0.024
82540,900.086,999.863,-0.137
82541,900.115,1000.078,0.078
82542,900.158,999.973,-0.027
82543,900.096,1000.006,0.006
82544,900.082,999.923,-0.077
82545,900.080,1000.149,0.149
82546,900.166,999.961,-0.039
82547,900.165,999.996,-0.004
82548,900.106,999.899,-0.101
82549,900.087,1000.502,0.502
82550,900.090,999.592,-0.408
82551,900.091,1000.008,0.008
82552,900.090,999.885,-0.115
82553,900.097,1000.145,0.145
82554,900.139,999.951,-0.049
82555,900.074,1000.025,0.025
82556,900.096,999.948,-0.052
82557,900.102,1000.094,0.094
82558,900.158,999.953,-0.047
82559,900.097,1000.010,0.010
82560,900.106,999.971,-0.029
82561,900.089,1000.079,0.079
82562,900.107,999.861,-0.139
82563,900.080,999.995,-0.005
82564,900.073,999.992,-0.008
82565,900.109,1000.072,0.072
82566,900.165,1000.005,0.005
82567,900.099,1000.117,0.117
82568,900.115,999.885,-0.115
82569,900.078,1000.077,0.077
82570,900.132,999.886,-0.114
82571,900.172,1000.060,0.060
82572,900.092,999.933,-0.067
82573,900.090,1000.125,0.125
82574,900.073,999.900,-0.100
82575,900.102,1000.058,0.058
82576,900.108,999.919,-0.081
82577,900.121,1000.077,0.077
82578,900.078,1000.002,0.002
82579,900.159,999.907,-0.093
82580,900.085,999.941,-0.059
82581,900.089,1000.175,0.175
82582,900.111,1000.025,0.025
82583,900.098,999.910,-0.090
82584,900.105,999.898,-0.102
82585,900.103,1000.173,0.173
82586,900.132,1001.471,1.471
82587,900.107,998.543,-1.457
82588,900.095,999.834,-0.166
82589,900.092,1000.155,0.155
82590,900.101,999.970,-0.030
82591,900.073,1000.021,0.021
82592,900.083,999.896,-0.104
82593,900.080,1000.099,0.099
82594,900.138,999.952,-0.048
82595,900.099,1000.083,0.083
82596,900.095,999.902,-0.098
82597,900.115,1000.121,0.121
82598,900.166,999.908,-0.092
82599,900.076,1000.021,0.021
82600,900.090,999.887,-0.113
82601,900.090,1000.175,0.175
82602,900.152,999.930,-0.070
82603,900.076,1000.081,0.081
82604,900.120,999.930,-0.070
82605,900.089,1000.060,0.060
82606,900.145,999.905,-0.095
82607,900.169,999.932,-0.068
82608,900.095,999.999,-0.001
82609,900.078,1000.162,0.162
82610,900.112,999.971,-0.029
82611,900.077,999.983,-0.017
82612,900.106,999.873,-0.127
82613,900.098,1000.127,0.127
82614,900.075,999.951,-0.049
82615,900.076,999.972,-0.028
82616,900.095,999.939,-0.061
82617,900.090,1000.221,0.221
82618,900.086,999.898,-0.102
82619,900.176,1000.090,0.090
82620,900.097,999.825,-0.175
82621,900.094,1000.118,0.118
82622,900.124,999.923,-0.077
82623,900.177,999.938,-0.062
82624,900.083,1000.036,0.036
82625,900.079,1000.147,0.147
82626,900.075,999.898,-0.102
82627,900.074,1000.050,0.050
82628,900.112,999.905,-0.095
82629,900.102,1000.137,0.137
82630,900.170,999.926,-0.074
82631,900.086,999.921,-0.079
82632,900.116,999.933,-0.067
82633,900.079,1000.210,0.210
82634,900.149,999.896,-0.104
82635,900.075,1000.037,0.037
82636,900.106,999.933,-0.067
82637,900.107,1000.166,0.166
82638,900.090,999.959,-0.041
82639,900.106,999.971,-0.029
82640,900.108,999.892,-0.108
82641,900.079,1000.146,0.146
82642,900.133,999.924,-0.076
82643,900.075,999.980,-0.020
82644,900.087,999.942,-0.058
82645,900.091,1000.139,0.139
82646,900.140,1000.002,0.002
82647,900.084,1000.036,0.036
82648,900.093,999.829,-0.171
82649,900.102,1000.122,0.122
82650,900.105,999.927,-0.073
82651,900.175,1000.025,0.025
82652,900.095,999.928,-0.072
82653,900.090,1000.123,0.123
82654,900.079,1000.014,0.014
82655,900.099,999.968,-0.032
82656,900.108,999.929,-0.071
82657,900.104,1000.140,0.140
82658,900.152,999.889,-0.111
82659,900.086,999.986,-0.014
82660,900.094,999.958,-0.042
82661,900.077,1000.078,0.078
82662,900.074,999.949,-0.051
82663,900.107,1000.011,0.011
82664,900.133,999.938,-0.062
82665,900.116,1000.185,0.185
82666,900.103,999.901,-0.099
82667,900.168,1000.090,0.090
82668,900.180,999.940,-0.060
82669,900.173,1000.067,0.067
82670,900.131,999.937,-0.063
82671,900.076,999.920,-0.080
82672,900.105,999.969,-0.031
82673,900.106,1000.179,0.179
82674,900.101,999.895,-0.105
82675,900.083,1000.057,0.057
82676,900.096,999.919,-0.081
